source,brand,processor,gpu,ram_gb,ram_type,storage_gb,storage_type,os,price
ds02,Lenovo,13th Gen Intel Core i7 1360P,4 GB NVIDIA RTX A500,16,LPDDR5X,512,SSD,Windows 11,109990
ds02,Lenovo,13th Gen Intel Core i7 1360P,4 GB NVIDIA RTX A500,16,LPDDR5X,512,SSD,Windows 11,129990
ds02,Asus,Intel Core Ultra 7 155U,Intel Integrated Intel Iris Xe Graphics,16,LPDDR5X,1024,SSD,Windows 11,129990
ds02,HP,Intel Core Ultra 7 155U,Integrated Intel Graphics,16,LPDDR5,512,SSD,Windows 11,108999
ds02,MSI,8th Gen AMD Ryzen 7 8845HS,8 GB NVIDIA GeForce RTX 4060,16,DDR5,1024,SSD,Windows 11,119990
ds02,Apple,Apple M3,10-Core GPU,8,DDR4,512,SSD,macOS,154900
ds02,Apple,Apple M3,10-Core GPU,8,DDR4,256,SSD,macOS,133553
ds02,Apple,Apple M3,Apple 10 Core GPU,8,Unknown,512,SSD,macOS,134900
ds02,Apple,Apple M3,10-Core GPU,16,Unknown,512,SSD,macOS,174900
ds02,MSI,14th Gen Intel Core i7 14700HX,8 GB NVIDIA GeForce RTX 4070,32,DDR5,1024,SSD,Windows 11,197990
ds02,Xiaomi,Intel Core Ultra 5 Series 1 125H,Intel  ARC Graphics,32,LPDDR5X,1024,SSD,Windows 11,69990
ds02,Xiaomi,Intel Core Ultra 5 Series 1 125H,Intel Iris Xe Graphics,16,LPDDR5X,512,SSD,Windows 11,59990
ds02,Lenovo,14th Gen Intel Core i9 14900HX,16 GB NVIDIA GeForce RTX 4090,64,DDR5,2048,SSD,Windows 11,349990
ds02,Samsung,Intel Core 7 Processor Series 1 150U,Intel Graphics,16,LPDDR5,1024,SSD,Windows 11,138990
ds02,Samsung,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,16,LPDDR5X,512,SSD,Windows 11,163990
ds02,Samsung,Intel Core 7 Processor Series 1 150U,Intel Graphics,16,LPDDR5,512,SSD,Windows 11,122990
ds02,Samsung,Intel Core 5 Processor Series 1 120U,Intel Graphics,16,LPDDR5,512,SSD,Windows 11,114990
ds02,Samsung,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,16,LPDDR5X,1024,SSD,Windows 11,179990
ds02,Acer,11th Gen Intel Core i7 1165G7,Intel Iris Xe Graphics,16,DDR4,512,SSD,Windows 11,49499
ds02,Samsung,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,32,LPDDR5X,1024,SSD,Windows 11,171990
ds02,Samsung,Intel Core Ultra 5 Series 1 125H,Intel Arc Graphics,16,LPDDR5X,512,SSD,Windows 11,131990
ds02,Samsung,Intel Core Ultra 5 Series 1 125H,Intel Arc Graphics,16,LPDDR5X,512,SSD,Windows 11,141990
ds02,Samsung,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,16,LPDDR5X,512,SSD,Windows 11,149990
ds02,Samsung,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,32,LPDDR5X,1024,SSD,Windows 11,181990
ds02,Lenovo,Intel Core Ultra 5 Series 1 125H,Intel Arc Graphics,16,LPDDR5,1024,SSD,Windows 11,76990
ds02,Asus,Intel Pentium Gold 7505,Intel Integrated UHD,8,DDR4,256,SSD,Windows 11,25990
ds02,Dell,13th Gen Intel Core i5 13450HX,6 GB NVIDIA GeForce RTX 3050,16,DDR5,512,SSD,Windows 11,79990
ds02,HP,13th Gen Intel Core i5 1334U,Intel Integrated Integrated,16,DDR4,512,SSD,Windows 11,60799
ds02,HP,12th Gen Intel Core i3 1215U,Intel Integrated UHD,8,DDR4,512,SSD,Windows 11,54990
ds02,Infinix,13th Gen Intel Core i5 1335U,Intel Integrated Iris Xe,16,LPDDR4X,512,SSD,Windows 11,43990
ds02,HP,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 2050,8,DDR4,512,SSD,Windows 11,58490
ds02,Infinix,13th Gen Intel Core i3 1315U,Intel Integrated Iris Xe,16,LPDDR4X,512,SSD,Windows 11,36990
ds02,HP,3rd Gen AMD Ryzen 3 3250U,AMD Radeon Graphics,8,DDR4,512,SSD,DOS,24900
ds02,HP,12th Gen Intel Core i5 1235U,Intel UHD Graphics,16,DDR4,512,SSD,Windows 11,53799
ds02,Lenovo,7th Gen AMD Ryzen 5 7520U,AMD Radeon Graphics,8,LPDDR5,512,SSD,Windows 11,33990
ds02,Lenovo,Intel Core i9 14900HX,8 GB NVIDIA GeForce RTX 4070,32,DDR5,1024,SSD,Windows 11,149990
ds02,Lenovo,6th Gen AMD Ryzen 7 6800H,4 GB NVIDIA GeForce RTX 3050,16,DDR4,512,SSD,Windows 11,69990
ds02,Xiaomi,13th Gen Intel Core i5 13500H,Intel ARC Graphics,16,LPDDR5,512,SSD,Windows 11,49990
ds02,Xiaomi,13th Gen Intel Core i5 13500H,Intel Iris Xe Graphics,16,LPDDR5,512,SSD,Windows 11,52990
ds02,Samsung,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,16,LPDDR5,512,SSD,Windows 11,129900
ds02,Apple,Apple M3 Max,30 Core GPU,36,Unknown,1024,SSD,macOS,320690
ds02,Apple,Apple M3 Pro,14 Core GPU,18,Unknown,512,SSD,macOS,186899
ds02,Lenovo,7th Gen AMD Ryzen 7 7840HS,8 GB NVIDIA GeForce RTX 4060,16,DDR5,512,SSD,Windows 11,98790
ds02,Lenovo,AMD Athlon Silver 7120U,AMD Radeon 610M,8,LPDDR5,512,SSD,Windows 11,24790
ds02,Apple,Apple M3,10 Core GPU,8,Unknown,512,SSD,macOS,154990
ds02,Acer,12th Gen Intel Core i3 1215U,Intel UHD Graphics,8,DDR4,512,SSD,Windows 11,31990
ds02,Gigabyte,12th Gen Intel Core i7 12650H,6 GB NVIDIA GeForce RTX 4050,16,DDR4,512,SSD,Windows 11,69990
ds02,Lenovo,7th Gen AMD Ryzen 5 7520U ,AMD Radeon Graphics,8,DDR5,512,SSD,Windows 11,34821
ds02,Acer,13th Gen Intel Core i5 13420H,4 GB NVIDIA GeForce RTX 2050,16,DDR4,512,SSD,Windows 11,60999
ds02,Lenovo,12th Gen Intel Core i5 1240P,Intel Integrated Iris Xe,16,LPDDR5,512,SSD,Windows 11,63700
ds02,Zebronics,11th Gen Intel Core i3 1125G4,Intel Integrated UHD,8,LPDDR4,512,SSD,Windows 11,23990
ds02,Asus,12th Gen Intel Core i5 12500H,4 GB NVIDIA GeForce RTX 3050,8,DDR5,512,SSD,Windows 11,71990
ds02,MSI,7th Gen AMD Ryzen 5 7535HS,4 GB AMD Radeon RX6550M,8,DDR5,512,SSD,Windows 11,49990
ds02,Asus,13th Gen Intel Core i9 13900H,Integrated Intel Iris Xe Graphics,16,DDR4,512,SSD,Windows 11,77990
ds02,Dell,12th Gen Intel Core i5 1235U,Intel Integrated Graphics,16,DDR4,512,SSD,Windows 11,52499
ds02,Chuwi,12th Gen Intel Core i3 1215U,Intel Integrated Intel UHD Graphics,12,LPDDR4,512,SSD,Windows 11,27990
ds02,HP,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,8,DDR4,512,SSD,Windows 11,47990
ds02,Infinix,12th Gen Intel Core i3 1215U,Intel Integrated Iris Xe,8,LPDDR4X,512,SSD,Windows 11,29990
ds02,HP,5th Gen AMD Ryzen 5 5600H,4 GB AMD Radeon RX 6500M Graphics,16,DDR4,512,SSD,Windows 11,52499
ds02,Asus,12th Gen Intel Core i7 12700H ,4 GB NVIDIA GeForce RTX 3050,16,DDR5,1024,SSD,Windows 11,84990
ds02,MSI,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce GTX 1650,8,DDR4,512,SSD,Windows 11,41990
ds02,Asus,11th Gen intel Core i3 1115G4,Intel UHD Graphics,8,DDR4,512,SSD,Windows 11,31990
ds02,HP,11th Gen Intel Core i5 11400H ,4 GB NVIDIA GeForce GTX 1650,16,DDR4,512,SSD,Windows 11,60200
ds02,Asus,12th Gen Intel Core i5 12500H ,Intel Iris Xe,16,Unknown,512,SSD,Windows 11,67990
ds02,Acer,5th Gen AMD Ryzen 5 5500U,AMD Graphics,16,DDR4,512,SSD,Windows 11,36990
ds02,Walker,Intel Celeron  N4020,Intel Integrated UHD Graphics,4,DDR4,128,SSD,Windows 11,12990
ds02,Asus,12th Gen Intel Core i5 12450H,6 GB NVIDIA Geforce RTX 4050,16,DDR4,512,SSD,Windows 11,76990
ds02,HP,13th Gen Intel Core i5 1340P,Intel Iris Xe Graphics,16,DDR4,512,SSD,Windows 11,72490
ds02,Infinix,13th Gen Intel Core i5 13500H,Intel Integrated Iris Xe,16,LPDDR5X,512,SSD,Windows 11,49990
ds02,Dell,11th Gen Intel Core i5 1135G7,Intel UHD Graphics,8,DDR4,512,SSD,Linux,37890
ds02,Dell,13th Gen Intel Core i5 1340P,Intel Iris Xe Graphics,16,LPDDR5,512,SSD,Windows 11,72990
ds02,Acer,12th Gen Intel Core i3 1215U,Intel Iris Xe Graphics ,8,DDR4,512,SSD,Windows 11,31990
ds02,Infinix,11th Gen Intel Core i3  1115G4,Intel Integrated UHD Graphics,8,LPDDR4X,512,SSD,Windows 11,25990
ds02,HP,5th Gen AMD Ryzen 7 5800H,4 GB NVIDIA GeForce RTX 3050,16,DDR4,512,SSD,Windows 11,64990
ds02,HP,12th Gen Intel Core i7 1255U,Intel Iris Xe,16,DDR4,512,SSD,Windows 11,62842
ds02,Lenovo,12th Gen Intel Core i3 1215U,Intel Integrated UHD,8,DDR4,512,SSD,DOS,27799
ds02,HP,13th Gen Intel Core i5 1340P,Intel Integrated Integrated,16,DDR4,512,SSD,Windows 11,68990
ds02,Asus,13th Gen Intel Core i5 13500H,4 GB NVIDIA Geforce RTX 3050,16,DDR4,512,SSD,Windows 11,86990
ds02,HP,5th Gen AMD Ryzen 5  5600H ,4 GB NVIDIA GeForce GTX 1650,8,DDR4,512,SSD,Windows 11,52999
ds02,Asus,13th Gen Intel Core i9 13900H,6 GB NVIDIA GeForce RTX 4050,16,DDR5,1024,SSD,Windows 11,149990
ds02,Acer,7th Gen AMD Ryzen 7 7735HS,4 GB NVIDIA GeForce RTX 3050,16,DDR5,512,SSD,Windows 11,69990
ds02,Apple,Apple M2,10-Core GPU,8,DDR4,256,SSD,macOS,113690
ds02,HP,13th Gen Intel Core i5 1335U,Intel Integrated Iris Xe,16,DDR4,1024,SSD,Windows 11,74990
ds02,MSI,13th Gen Intel Core i9 13900H,12 GB Nvidia GeForce RTX4080,64,DDR5,2048,SSD,Windows 11,489883
ds02,Acer,7th Gen AMD Ryzen 5 7520U,AMD Radeon AMD,8,LPDDR5,512,SSD,Windows 11,31990
ds02,Samsung,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,16,LPDDR4X,512,SSD,Windows 11,81990
ds02,Samsung,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,16,LPDDR4X,512,SSD,Windows 11,69990
ds02,HP,12th Gen Intel Core i9 12900HX,16 GB NVIDIA GeForce RTX 3080Ti,32,DDR5,2048,SSD,Windows 11,195999
ds02,Dell,12th Gen Intel Core i7 12700H,6 GB NVIDIA GeForce RTX 3060,16,DDR5,1024,SSD,Windows 11,99890
ds02,Acer,12th Gen Intel Core i5 1240P,4 GB NVIDIA GeForce RTX 2050,16,DDR4,512,SSD,Windows 11,52990
ds02,Asus,6th Gen AMD Ryzen 7 6800H ,4 GB NVIDIA GeForce RTX 3050 Ti,16,DDR5,512,SSD,Windows 11,72000
ds02,Asus,12th Gen Intel Core i5 12500H,Intel Iris Xe Graphics,16,DDR4,512,SSD,Windows 11,64990
ds02,Dell,12th Gen Intel Core i5 12500H,4 GB NVIDIA GeForce RTX 3050,16,DDR5,512,SSD,Windows 11,73776
ds02,Dell,10th Gen Intel Core i7 10750H,4 GB NVIDIA ,16,DDR4,512,SSD,Windows 10,184999
ds02,Lenovo,13th Gen Intel Core i5 1335U,Intel Integrated Iris Xe,8,DDR4,512,SSD,Windows 11,63490
ds02,Infinix,13th Gen Intel Core i3 1315U,Intel Integrated Iris Xe,8,LPDDR4X,512,SSD,Windows 11,37990
ds02,Lenovo,12th Gen Intel Core i5 12450H,Intel Integrated UHD Graphics,16,LPDDR5,512,SSD,Windows 11,53390
ds02,HP,13th Gen Intel Core i7 1355U,4 GB NVIDIA GeForce RTX 3050,16,LPDDR5,512,SSD,Windows 11,120490
ds02,Lenovo,13th Gen Intel Core i3 1315U,Intel Integrated Iris Xe,8,DDR4,512,SSD,Windows 11,42990
ds02,MSI,13th Gen Intel Core i5 13420H,Intel Integrated Iris Xe,16,DDR4,512,SSD,Windows 11,87990
ds02,HP,7th Gen AMD Ryzen 5 7520U,AMD Radeon AMD,8,LPDDR5,512,SSD,Windows 11,41990
ds02,Lenovo,4th Gen Intel Celeron N4020,Intel UHD Graphics 600,8,DDR4,512,SSD,Windows 11,30700
ds02,Honor,13th Gen Intel Core i5 13420H,Intel UHD Graphics,16,LPDDR4X,512,SSD,Windows 11,79990
ds02,Honor,13th Gen Intel Core i5 13420H,Intel UHD Graphics,16,LPDDR4X,512,SSD,Windows 11,59990
ds02,Lenovo,7th Gen AMD Ryzen 7 7840U,AMD Radeon Integrated Graphics,32,LPDDR5X,512,SSD,Windows 11,109990
ds02,HP,8th Gen AMD Ryzen 5 8640HS,AMD Radeon Graphics,16,LPDDR5,512,SSD,Windows 11,86990
ds02,HP,12th Gen Intel Core i3 1215U,Intel UHD Graphics,8,DDR4,512,SSD,Windows 11,37490
ds02,MSI,Intel Core Ultra 7 Series 1 155H,8 GB NVIDIA GeForce RTX 4060,32,DDR5,1024,SSD,Windows 11,229990
ds02,MSI,8th Gen AMD Ryzen 7 8845HS,6 GB NVIDIA GeForce RTX 4050,16,DDR5,512,SSD,Windows 11,104990
ds02,MSI,Intel Core Ultra 7 Series 1 155H,6 GB NVIDIA GeForce RTX 4050,16,DDR5,1024,SSD,Windows 11,107990
ds02,MSI,Intel Core Ultra 5 Series 1 125H,6 GB NVIDIA GeForce RTX 4050,16,DDR5,1024,SSD,Windows 11,99990
ds02,MSI,Intel Core Ultra 7 Series 1 155H,8 GB NVIDIA GeForce RTX 4060,16,DDR5,1024,SSD,Windows 11,114990
ds02,MSI,14th Gen Intel Core i9 14900HX,12 GB NVIDIA GeForce RTX 4080,32,DDR5,2048,SSD,Windows 11,299990
ds02,MSI,13th Gen Intel Core i7 13700H,Intel Integrated Iris Xe,32,DDR4,1024,SSD,Windows 11,109990
ds02,MSI,7th Gen AMD Ryzen 5 7535HS,4 GB NVIDIA GeForce RTX 2050,16,DDR4,512,SSD,Windows 11,65990
ds02,MSI,7th Gen AMD Ryzen 5 7535HS,4 GB NVIDIA GeForce RTX 3050,16,DDR4,512,SSD,Windows 11,71990
ds02,MSI,7th Gen AMD Ryzen 5 7535HS,6 GB NVIDIA GeForce RTX 4050,16,DDR4,512,SSD,Windows 11,81990
ds02,MSI,7th Gen AMD Ryzen 7 7735HS,6 GB NVIDIA GeForce RTX 4050,16,DDR4,1024,SSD,Windows 11,91990
ds02,MSI,Intel Core Ultra 9 Series 1 185H,8 GB NVIDIA GeForce RTX 4060,32,DDR5,2048,SSD,Windows 11,249990
ds02,MSI,14th Gen Intel Core i9 14900HX,12 GB NVIDIA GeForce RTX 4080,32,DDR5,2048,SSD,Windows 11,279990
ds02,Chuwi,Intel ‎Celeron N4020,Intel HD Graphics,8,DDR3,256,SSD,Windows 11,18990
ds02,HP,13th Gen Intel Core i7 13700HX,6 GB NVIDIA GeForce RTX 3050,16,DDR5,1024,SSD,Windows 11,105990
ds02,Infinix,11th Gen Intel Core i5 1155G7,Intel Integrated Iris Xe,8,LPDDR4X,512,SSD,Windows 11,32990
ds02,Asus,13th Gen Intel Core i9 13900H,Intel Iris Xe Graphics,16,LPDDR5,1024,SSD,Windows 11,110709
ds02,MSI,13th Gen Intel Core i7 13700H,Intel Integrated Iris Xe,16,DDR4,1024,SSD,Windows 11,69990
ds02,MSI,13th Gen Intel Core i9 13900H,Intel Integrated Iris Xe,16,DDR4,1024,SSD,Windows 11,79990
ds02,MSI,13th Gen Intel Core i5 13420H,Intel Integrated Iris Xe,16,DDR4,512,SSD,Windows 11,59990
ds02,Chuwi,12th Gen Intel Celeron N100,Intel Integrated UHD Graphics,8,LPDDR5,256,SSD,Windows 11,21990
ds02,HP,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,16,LPDDR5X,512,SSD,Windows 11,70490
ds02,MSI,13th Gen Intel Core i7 13620H,Intel Integrated Iris Xe,16,DDR4,1024,SSD,Windows 11,97990
ds02,MSI,Intel Core Ultra 7 Series 1 155H,8 GB NVIDIA GeForce RTX 4060,32,DDR5,1024,SSD,Windows 11,199990
ds02,MSI,13th Gen Intel Core i5 13420H,Intel Integrated Iris Xe,16,DDR4,512,SSD,Windows 11,58990
ds02,MSI,Intel Core Ultra 9 Series 1 185H,8 GB NVIDIA GeForce RTX 4060,32,LPDDR5,1024,SSD,Windows 11,189990
ds02,Lenovo,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 2050,16,DDR5,512,SSD,Windows 11,73882
ds02,Lenovo,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,8,DDR4,512,SSD,Windows 11,35500
ds02,Dell,12th Gen Intel Core i5 1240P,Intel Integrated,16,DDR4,512,SSD,Windows 11,64990
ds02,MSI,Intel Core Ultra 7 Series 1 155H,8 GB NVIDIA GeForce RTX 4060,32,LPDDR5,1024,SSD,Windows 11,169990
ds02,MSI,13th Gen Intel Core i9 13900H,Intel Integrated Iris Xe,16,DDR4,1024,SSD,Windows 11,78990
ds02,MSI,13th Gen Intel Core i7 13620H,Intel Integrated Iris Xe,16,DDR4,1024,SSD,Windows 11,68990
ds02,MSI,Intel Core Ultra 7 Series 1 155H,Intel Integrated Arc,16,LPDDR5,1024,SSD,Windows 11,119990
ds02,MSI,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,16,LPDDR5,1024,SSD,Windows 11,114990
ds02,MSI,Intel Core Ultra 5 Series 1 125H,Intel Arc Graphics,16,LPDDR5,1024,SSD,Windows 11,99990
ds02,MSI,Intel Core Ultra 7 Series 1 155H,6 GB NVIDIA GeForce RTX 4050,32,LPDDR5,1024,SSD,Windows 11,159990
ds02,Asus,14th Gen Intel Core i9 14900HX,12 GB NVIDIA GeForce RTX 4080,32,DDR5,2048,SSD,Windows 11,289990
ds02,Asus,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce RTX 2050,16,DDR5,512,SSD,Windows 11,65990
ds02,HP,5th Gen AMD Ryzen 7 5700U,AMD Radeon Radeon,16,DDR4,1024,SSD,Windows 11,60490
ds02,Asus,Intel Core Ultra 5 Series 1 125H,Intel Arc Graphics,16,LPDDR5X,1024,SSD,Windows 11,102900
ds02,Dell,13th Gen Intel Core i3 1305U,Intel Integrated Graphics,8,DDR4,512,SSD,Windows 11,39990
ds02,Lenovo,13th Gen Intel Core i5 1335U,Intel UHD Graphics,16,DDR4,512,SSD,Windows 11,73990
ds02,Lenovo,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,16,DDR4,512,SSD,Windows 11,55990
ds02,Lenovo,Intel Core Ultra 5 Series 1 125H,Intel Arc Graphics,16,LPDDR5,1024,SSD,Windows 11,79990
ds02,HP,13th Gen Intel Core i7 1355U,Intel Integrated Intel Iris Xe,16,LPDDR5X,1024,SSD,Windows 11,97990
ds02,Acer,Intel Core Ultra 5 Series 1 125H,Intel Integrated ARC Graphics,16,LPDDR5X,512,SSD,Windows 11,79799
ds02,HP,Intel Core Ultra 7 Series 1 155H,6 GB NVIDIA GeForce RTX 4050,32,LPDDR5X,1024,SSD,Windows 11,195990
ds02,Chuwi,10th Gen Intel Core i5 10210Y,Intel UHD Graphics,12,LPDDR3,512,SSD,Windows 11,39990
ds02,HP,5th Gen AMD Ryzen 5 5500U,AMD Radeon Graphics,16,DDR4,1024,SSD,Windows 11,55990
ds02,Acer,12th Gen Intel Core i3 1215U,Intel UHD Graphics,16,DDR4,1024,SSD,Windows 11,38249
ds02,HP,7th Gen AMD Ryzen 7 7840HS,6 GB NVIDIA GeForce RTX 4050,16,DDR5,1024,SSD,Windows 11,115999
ds02,Infinix,13th Gen Intel Core i7 1355U,Intel Integrated Iris Xe,16,LPDDR4X,512,SSD,Windows 11,52990
ds02,Dell,13th Gen Intel Core i7 13650HX,6 GB NVIDIA GeForce RTX 3050,16,DDR5,1024,SSD,Windows 11,101990
ds02,Lenovo,12th Gen Intel Core i5 12450H,Intel Integrated UHD Graphics,16,LPDDR5,512,SSD,Windows 11,54990
ds02,Lenovo,13th Gen Intel Core i7 13700H,Intel Integrated Iris Xe,16,LPDDR5,1024,SSD,Windows 11,91990
ds02,Lenovo,Intel Pentium N100,Intel UHD Graphics,4,LPDDR4X,128,HDD,Chrome OS,28190
ds02,Lenovo,MediaTek Kompanio 520 Kompanio 520,Arm Mali G52 MC2 2EE Graphics,4,LPDDR4X,128,HDD,Chrome OS,15990
ds02,Lenovo,MediaTek Kompanio 520 Kompanio 520,Arm Mali G52 MC2 2EE Graphics,8,LPDDR4X,128,HDD,Chrome OS,17990
ds02,Lenovo,13th Gen Intel Core i5 13450HX,6 GB NVIDIA GeForce RTX 3050,16,DDR5,512,SSD,Windows 11,84990
ds02,Lenovo,13th Gen Intel Core i5 13420H,Integrated Intel UHD Graphics,16,LPDDR5,512,SSD,Windows 11,59390
ds02,Lenovo,13th Gen Intel Core i7 13650HX,6 GB NVIDIA GeForce RTX 4050,16,DDR5,512,SSD,Windows 11,99990
ds02,HP,7th Gen AMD Ryzen 5 7530U,AMD Radeon Graphics,16,DDR4,512,SSD,Windows 11,58500
ds02,Lenovo,13th Gen Intel Core i3 1315U,Intel UHD Graphics,8,DDR5,512,SSD,Windows 11,43990
ds02,Asus,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce RTX 2050,8,DDR4,512,SSD,Windows 11,51990
ds02,HP,12th Gen Intel Core i5 1235U,Intel UHD Graphics,8,DDR4,512,SSD,Windows 11,52500
ds02,Asus,MediaTek Kompanio Kompanio 520,Arm Mali G52 MC2 2EE,8,LPDDR4X,128,HDD,Chrome OS,26990
ds02,Lenovo,12th Gen intel Core i5 12450HX,4 GB Intel Integrated ARC A530M,8,DDR5,512,SSD,Windows 11,59990
ds02,Lenovo,13th Gen Intel Core i3 1315U,Intel UHD Graphics,8,DDR4,512,SSD,Windows 11,49990
ds02,Lenovo,7th Gen AMD Ryzen 5 7530U,AMD Radeon AMD,16,DDR4,512,SSD,Windows 11,52990
ds02,Lenovo,7th Gen AMD Ryzen 5 7530U,AMD Radeon AMD,8,DDR4,512,SSD,Windows 11,39990
ds02,HP,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,32,LPDDR5X,2048,SSD,Windows 11,174490
ds02,Acer,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,16,DDR4,1024,SSD,Windows 11,49199
ds02,HP,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,32,LPDDR5X,1024,SSD,Windows 11,159990
ds02,HP,14th Gen Intel Core i7 14700HX,8 GB NVIDIA GeForce RTX 4070,16,DDR5,1024,SSD,Windows 11,176499
ds02,Chuwi,12th Gen Intel N100 N100,Intel Integrated UHD Graphics,8,LPDDR5,256,SSD,Windows 11,20990
ds02,Asus,11th Gen Intel Core i5 1135G7,Intel Integrated Intel UHD,16,DDR4,512,SSD,Windows 11,43990
ds02,Acer,13th Gen Intel Core i5 13420H,6 GB NVIDIA GeForce RTX 3050,16,DDR5,512,SSD,Windows 11,73223
ds02,Lenovo,13th Gen Intel Core i3 1305U,Integrated Intel UHD Graphics,8,LPDDR5,512,SSD,Windows 11,43990
ds02,Chuwi,10th Gen Intel Core i5 1035G1,Intel UHD Graphics,16,DDR4,512,SSD,Windows 11,34990
ds02,Avita,5th Gen AMD Ryzen 5 5500U,AMD Radeon,8,DDR4,256,SSD,Windows 11,32971
ds02,Ultimus,Intel Celeron N4020,Intel Integrated UHD Graphics,8,DDR4,256,SSD,Windows 11,15990
ds02,Lenovo,11th Gen Intel Core i5 L16G7,Intel Integrated Graphics,8,LPDDR4X,1024,SSD,Windows 10,145000
ds02,Lenovo,13th Gen Intel Core i5 13420H,Integrated Intel UHD Graphics,16,LPDDR5,512,SSD,Windows 11,59490
ds02,Dell,13th Gen Intel Core i5 13450HX,6 GB NVIDIA GeForce RTX 3050,16,DDR5,1024,SSD,Windows 11,82490
ds02,Dell,13th Gen Intel Core i9 13900HX,8 GB NVIDIA GeForce RTX 4070,16,DDR5,1024,SSD,Windows 11,187490
ds02,HP,7th Gen AMD Ryzen 5 7530U,AMD Radeon AMD,8,LPDDR5,512,SSD,Windows 11,80640
ds02,Lenovo,12th Gen intel Core i5 12450H,Integrated Intel IrisXe Graphics,16,LPDDR5,512,SSD,Windows 11,53490
ds02,Infinix,11th Gen Intel Core i3 1115G4,Intel Integrated Iris Xe,8,LPDDR4X,512,SSD,Windows 11,24990
ds02,HP,13th Gen Intel Core i7 13700HX,8 GB NVIDIA GeForce RTX 4060,16,DDR5,512,SSD,Windows 11,151490
ds02,MSI,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,16,LPDDR5,512,SSD,Windows 11,113999
ds02,Asus,Intel Core Ultra 9 Series 1 185H,Intel Arc Graphics,16,LPDDR5X,512,SSD,Windows 11,149990
ds02,Acer,Intel Core Ultra 9 Series 1 185H,8 GB NVIDIA GeForce RTX 4070,32,LPDDR5X,2048,SSD,Windows 11,199999
ds02,Lenovo,11th Gen Intel Core i5 1135G7 ,Intel UHD Graphics ,8,DDR4,512,SSD,DOS,45990
ds02,Lenovo,11th Gen Intel Core i5 1155G7,Integrated Intel Iris Xe Graphics,8,DDR4,512,SSD,Windows 11,48900
ds02,Lenovo,11th Gen Intel Core i5 1155G7,Integrated Intel Iris Xe Graphics,16,DDR4,512,SSD,Windows 11,49999
ds02,Lenovo,11th Gen Intel Core i5 1135G7,Intel Integrated Iris Xe,8,DDR4,512,SSD,Windows 10,45990
ds02,Lenovo,5th Gen AMD Ryzen 5  5500U,AMD Radeon,16,DDR4,512,SSD,Windows 11,40490
ds02,Asus,12th Gen Intel Core i3 1215U,Intel Integrated UHD,8,LPDDR5,128,HDD,Chrome OS,34990
ds02,Acer,8th Gen Amd Ryzen 7 8845HS,8 GB NVIDIA GeForce RTX 4060,16,DDR5,1024,SSD,Windows 11,149900
ds02,Lenovo,13th Gen Intel Core i5 13500H,Intel Integrated Iris Xe,16,LPDDR5X,1024,SSD,Windows 11,81400
ds02,Lenovo,12th Gen Intel Core i7 1255U,Integrated Intel IrisXe Graphics,16,DDR4,512,SSD,Windows 11,62490
ds02,Huawei,13th Gen Intel Core i9 13900H,Intel Iris Xe Graphics,16,Unknown,1024,SSD,Windows 11,80999
ds02,Dell,7th Gen AMD Ryzen 3 7320U,AMD Radeon Graphics,8,LPDDR5,512,SSD,Windows 11,34450
ds02,Lenovo,4th Gen Intel Celeron N4020,Intel Integrated UHD,8,DDR4,256,SSD,Windows 11,26490
ds02,Acer,13th Gen Intel Core i3 1305U,Intel UHD Graphics,8,LPDDR5,512,SSD,Windows 11,35999
ds02,HP,5th Gen AMD Ryzen 7  5700U,AMD Radeon AMD,16,DDR4,512,SSD,Windows 11,51980
ds02,Lenovo,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,16,DDR4,512,SSD,Windows 11,67990
ds02,Lenovo,13th Gen Intel Core i7 13700H,Intel Iris Xe Graphics,16,LPDDR5,1024,SSD,Windows 11,87190
ds02,Dell,13th Gen Intel Core i3 1315U,Intel UHD Graphics,8,LPDDR5,512,SSD,Windows 11,56990
