source,brand,processor,gpu,ram_gb,ram_type,storage_gb,storage_type,os,price
ds03,Dell,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,4,Unknown,1024,HDD,Windows 10,63904
ds03,HP,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,4,Unknown,128,SSD,Windows 10,79090
ds03,Chuwi,Intel Atom x5-Z8350 1.44GHz,Intel HD Graphics,4,Unknown,64,SSD,Windows 10,27115
ds03,Lenovo,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,4,Unknown,128,SSD,Windows 10,61551
ds03,Lenovo,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,8,Unknown,256,SSD,Windows 10,114278
ds03,Dell,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro M620,16,Unknown,512,SSD,Windows 10,254701
ds03,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,Unknown,512,SSD,Windows 10,206877
ds03,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,16,Unknown,512,SSD,Windows 10,195874
ds03,Asus,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,16,Unknown,512,SSD,Windows 10,212433
ds03,Lenovo,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,8,Unknown,256,SSD,Windows 10,110246
ds03,Toshiba,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,32,Unknown,512,SSD,Windows 10,304923
ds03,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,8,Unknown,128,SSD,Windows 10,147069
ds03,Acer,AMD A10-Series 9620P 2.5GHz,AMD Radeon RX 540,8,Unknown,1024,HDD,Windows 10,63076
ds03,Asus,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 965M,24,Unknown,256,SSD,Windows 10,138244
ds03,Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,8,Unknown,180,SSD,Windows 10,119725
ds03,Lenovo,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,8,Unknown,256,SSD,Windows 10,97926
ds03,HP,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,8,Unknown,1024,SSD,Windows 10,190536
ds03,Lenovo,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,103384
ds03,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,99244
ds03,Asus,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,4,Unknown,64,SSD,Windows 10,37039
ds03,HP,Intel Core i5 7200U 2.5GHz,AMD Radeon 520,8,Unknown,256,SSD,Windows 10,67432
ds03,Lenovo,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,8,Unknown,256,SSD,Windows 10,174195
ds03,Lenovo,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,4,Unknown,500,HDD,Windows 10,32573
ds03,Lenovo,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,4,Unknown,16,SSD,Chrome OS,28869
ds03,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,103384
ds03,Asus,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,133342
ds03,Acer,Intel Core i5 8250U 1.6GHz,Nvidia GeForce MX150,4,Unknown,1024,HDD,Windows 10,66780
ds03,HP,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,8,Unknown,512,SSD,Windows 10,144127
ds03,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,8,Unknown,256,SSD,No OS,125172
ds03,Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,128,SSD,Windows 10,97937
ds03,Acer,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,4,Unknown,500,HDD,Windows 10,69612
ds03,Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,1024,HDD,Windows 10,91073
ds03,Dell,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,16,Unknown,256,SSD,Windows 10,132824
ds03,Xiaomi,Intel Core i7 8550U 1.8GHz,Nvidia GeForce MX150,16,Unknown,256,SSD,No OS,152510
ds03,Asus,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,2,Unknown,32,SSD,Windows 10,26690
ds03,HP,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,4,Unknown,1024,HDD,Windows 10,56808
ds03,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX1080,24,Unknown,512,SSD,Windows 10,323333
ds03,HP,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 930MX,8,Unknown,256,SSD,Windows 10,96847
ds03,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX1050 Ti,16,Unknown,256,SSD,Windows 10,163845
ds03,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,8,Unknown,256,SSD,Windows 10,152407
ds03,HP,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,152407
ds03,Dell,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,139413
ds03,HP,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,4,Unknown,128,SSD,Windows 10,75059
ds03,Dell,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,8,Unknown,128,SSD,Linux,96847
ds03,Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,8,Unknown,256,SSD,Windows 7,145979
ds03,Lenovo,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 920MX,4,Unknown,1024,HDD,Windows 10,87043
ds03,Lenovo,Intel Core i3 6006U 2GHz,Nvidia GeForce 920MX ,8,Unknown,2048,HDD,No OS,50003
ds03,Dell,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,4,Unknown,500,HDD,Windows 10,63729
ds03,Dell,Intel Core i5 7440HQ 2.8GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,150010
ds03,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,16,Unknown,128,SSD,Windows 10,328211
ds03,Toshiba,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,500,HDD,Windows 10,93688
ds03,Asus,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GTX 960M,8,Unknown,256,SSD,Windows 10,141513
ds03,Mediacom,Intel Celeron Quad Core N3450 1.1GHz,Intel HD Graphics 500,4,Unknown,32,SSD,Windows 10,40198
ds03,Asus,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,8,Unknown,128,SSD,Windows 10,179642
ds03,Dell,Intel Core i7 7600U 2.8GHz,Nvidia GeForce 930MX,8,Unknown,256,SSD,Windows 10,149138
ds03,Dell,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,8,Unknown,256,SSD,Windows 10,86869
ds03,HP,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,4,Unknown,256,SSD,Windows 10,43465
ds03,HP,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,12,Unknown,1024,HDD,Windows 10,195983
ds03,Lenovo,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,8,Unknown,256,SSD,Windows 10,93579
ds03,Dell,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,8,Unknown,256,SSD,Windows 10,152407
ds03,Dell,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,4,Unknown,128,SSD,Windows 10,80165
ds03,HP,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,124736
ds03,Acer,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,8,Unknown,1024,HDD,Linux,86934
ds03,Asus,AMD E-Series 7110 1.8GHz,AMD Radeon R2 Graphics,4,Unknown,500,HDD,Windows 10,38020
ds03,HP,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,4,Unknown,128,SSD,Windows 10,76857
ds03,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,4,Unknown,500,HDD,Windows 10,85517
ds03,Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,4,Unknown,1024,HDD,No OS,50368
ds03,HP,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,4,Unknown,500,HDD,Windows 10,43249
ds03,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,8,Unknown,512,SSD,Windows 10,188357
ds03,Lenovo,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,4,Unknown,128,SSD,Windows 10,54361
ds03,Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,121684
ds03,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,16,Unknown,256,SSD,Windows 10,294029
ds03,HP,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,8,Unknown,1024,HDD,Windows 10,59279
ds03,HP,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 930MX,8,Unknown,1024,HDD,Windows 10,139443
ds03,Asus,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,4,Unknown,500,HDD,Linux,24402
ds03,Mediacom,Intel Atom x5-Z8350 1.44GHz,Intel HD Graphics,4,Unknown,32,SSD,Windows 10,27779
ds03,Lenovo,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,6,Unknown,128,SSD,Windows 10,103384
ds03,HP,AMD A10-Series A10-9620P 2.5GHz,AMD Radeon 530,6,Unknown,128,SSD,Windows 10,61975
ds03,Dell,Intel Core i3 6006U 2GHz,AMD Radeon R5 M420,4,Unknown,1024,HDD,Windows 10,67314
ds03,Acer,Intel Celeron Dual Core N3350 2.0GHz,Intel HD Graphics 500,4,Unknown,32,SSD,Windows 10,38020
ds03,Lenovo,Intel Core i3 7130U 2.7GHz,Intel HD Graphics 620,4,Unknown,128,SSD,Windows 10,68632
ds03,HP,Intel Core M 6Y75 1.2GHz,Intel HD Graphics 515,16,Unknown,512,SSD,Windows 10,214067
ds03,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M620M,8,Unknown,256,SSD,Windows 10,326711
ds03,Asus,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,8,Unknown,128,SSD,Windows 10,91400
ds03,Dell,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,8,Unknown,128,SSD,Windows 10,174195
ds03,Dell,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,4,Unknown,500,HDD,Windows 10,104473
ds03,Fujitsu,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,1024,HDD,Windows 10,80506
ds03,Lenovo,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,4,Unknown,500,HDD,Windows 10,37475
ds03,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,4,Unknown,500,HDD,Windows 10,107850
ds03,HP,Intel Core i5 7440HQ 2.8GHz,Nvidia Quadro M1200,8,Unknown,500,HDD,Windows 10,202736
ds03,HP,AMD A9-Series A9-9420 3GHz,AMD Radeon 530,6,Unknown,256,SSD,Windows 10,70702
ds03,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,90420
ds03,Lenovo,Intel Core i5 8250U 1.6GHz,Intel HD Graphics 620,4,Unknown,500,HDD,Windows 10,74623
ds03,Mediacom,Intel Atom x5-Z8350 1.44GHz,Intel HD Graphics,4,Unknown,32,SSD,Windows 10,27126
ds03,Toshiba,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,16,Unknown,512,SSD,Windows 10,203173
ds03,Lenovo,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 1070,32,Unknown,256,SSD,Windows 10,290107
ds03,MSI,Intel Core i7 7820HK 2.9GHz,Nvidia GeForce GTX 1070,16,Unknown,512,SSD,Windows 10,297297
ds03,Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,8,Unknown,256,SSD,Linux,81597
ds03,Mediacom,Intel Celeron Quad Core N3450 1.1GHz,Intel HD Graphics 500,4,Unknown,32,SSD,Windows 10,42377
ds03,Dell,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,8,Unknown,500,HDD,Windows 10,109868
ds03,HP,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,4,Unknown,128,SSD,Windows 10,78327
ds03,Dell,Intel Core i7 7600U 2.8GHz,Nvidia GeForce 930MX,16,Unknown,256,SSD,Windows 10,167483
ds03,Dell,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,4,Unknown,16,SSD,Chrome OS,32137
ds03,MSI,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980M,16,Unknown,128,SSD,Windows 10,255900
ds03,HP,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,Unknown,256,SSD,Windows 10,163192
ds03,Lenovo,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,12,Unknown,256,SSD,Windows 10,182256
ds03,Lenovo,Intel Core i7 8550U 1.8GHz,Intel HD Graphics 620,12,Unknown,1024,HDD,Windows 10,66344
ds03,Asus,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,8,Unknown,128,SSD,Windows 10,192823
ds03,Asus,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 520,8,Unknown,1024,HDD,Windows 10,80506
ds03,Lenovo,AMD A12-Series 9720P 3.6GHz,AMD Radeon 530,12,Unknown,512,SSD,Windows 10,103384
ds03,Dell,Intel Core M 7Y30 1.0GHz,Intel HD Graphics 615,4,Unknown,128,SSD,Windows 10,65690
ds03,Samsung,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,Unknown,128,SSD,Windows 10,185089
ds03,Lenovo,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,4,Unknown,500,HDD,No OS,57629
ds03,Lenovo,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,8,Unknown,1024,HDD,Windows 10,50003
ds03,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,8,Unknown,512,SSD,Windows 10,220603
ds03,Lenovo,Intel Core i5 7300HQ 2.5GHz,Intel HD Graphics 630,8,Unknown,256,SSD,Windows 10,160577
ds03,Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,181929
ds03,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M620,8,Unknown,256,SSD,Windows 10,192061
ds03,HP,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,132797
ds03,HP,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,4,Unknown,500,HDD,Windows 10,72824
ds03,Acer,Intel Celeron Quad Core N3450 1.1GHz,Intel HD Graphics 500,4,Unknown,32,SSD,Windows 10,35841
ds03,MSI,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 970M,16,Unknown,128,SSD,Windows 10,239559
ds03,Dell,Intel Core i3 6006U 2GHz,AMD Radeon R5 M420,4,Unknown,1024,HDD,Linux,50657
ds03,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,16,Unknown,256,SSD,Windows 10,250453
ds03,Toshiba,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,8,Unknown,256,SSD,Windows 10,152407
ds03,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,6,Unknown,1024,HDD,Windows 10,61442
ds03,Lenovo,Intel Core i7 7700HQ 2.8GHz,Intel HD Graphics 630,8,Unknown,256,SSD,Windows 10,141513
ds03,Acer,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,4,Unknown,128,SSD,Windows 10,38020
ds03,Lenovo,Intel Xeon E3-1535M v6 3.1GHz,Nvidia Quadro M2200M,32,Unknown,1024,SSD,Windows 10,533697
ds03,Dell,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960<U+039C>,16,Unknown,1024,HDD,Windows 10,95759
ds03,Dell,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,4,Unknown,1024,HDD,Linux,48358
ds03,Dell,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,4,Unknown,1024,HDD,Linux,39109
ds03,Dell,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,4,Unknown,500,HDD,Linux,94668
ds03,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,8,Unknown,128,SSD,Windows 10,127241
ds03,Dell,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M420,4,Unknown,128,SSD,Linux,61986
ds03,HP,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,8,Unknown,512,SSD,Windows 10,151317
ds03,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,16,Unknown,256,SSD,Windows 10,247060
ds03,Acer,Intel Celeron Quad Core N3160 1.6GHz,Intel HD Graphics 400,4,Unknown,32,SSD,Chrome OS,41288
ds03,HP,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,122448
ds03,Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,8,Unknown,256,SSD,Windows 7,159597
ds03,Dell,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,4,Unknown,1024,HDD,Windows 10,84537
ds03,Fujitsu,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,87043
ds03,HP,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,4,Unknown,500,HDD,Windows 7,101532
ds03,Lenovo,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 920MX,8,Unknown,1024,HDD,Windows 10,97937
ds03,Mediacom,Intel Atom x5-Z8350 1.44GHz,Intel HD Graphics,2,Unknown,32,SSD,Windows 10,26036
ds03,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,4,Unknown,128,SSD,No OS,50983
ds03,Asus,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,6,Unknown,1024,HDD,Windows 10,69613
ds03,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,8,Unknown,256,SSD,Windows 10,198270
ds03,Asus,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,16,Unknown,512,SSD,Windows 10,206986
ds03,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,16,Unknown,256,SSD,Windows 10,161122
ds03,Lenovo,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,4,Unknown,256,SSD,Windows 10,90311
ds03,Lenovo,Intel Core i3 6006U 2GHz,Nvidia GeForce 920MX ,4,Unknown,1024,HDD,Windows 10,63076
ds03,Asus,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,8,Unknown,1024,HDD,Windows 10,43467
ds03,Asus,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,8,Unknown,1024,HDD,Windows 10,98767
ds03,Dell,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,8,Unknown,256,SSD,Windows 10,203608
ds03,Lenovo,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,2,Unknown,32,SSD,Windows 10,27126
ds03,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,191453
ds03,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,Unknown,1024,SSD,Windows 10,261347
ds03,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050M,8,Unknown,128,SSD,Windows 10,120814
ds03,HP,AMD A9-Series 9420 3GHz,AMD Radeon R5,8,Unknown,1024,HDD,Windows 10,56746
ds03,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,16,Unknown,512,SSD,Windows 10,266903
ds03,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,8,Unknown,1024,HDD,No OS,127350
ds03,Acer,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,4,Unknown,500,HDD,Windows 10,49023
ds03,Lenovo,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics,4,Unknown,32,SSD,Windows 10,29849
ds03,Acer,Intel Core i5 7200U 2.5GHz,Intel Graphics 620,8,Unknown,256,SSD,Windows 10,100115
ds03,Razer,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,16,Unknown,256,SSD,Windows 10,283135
ds03,Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,8,Unknown,256,SSD,Windows 10,132144
ds03,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,172560
ds03,Asus,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 1080,32,Unknown,512,SSD,Windows 10,304923
ds03,Acer,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,8,Unknown,1024,HDD,Linux,77238
ds03,Dell,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,8,Unknown,256,SSD,Windows 10,157952
ds03,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,8,Unknown,128,SSD,Windows 10,129834
ds03,HP,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,4,Unknown,500,HDD,No OS,39752
ds03,Toshiba,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,500,HDD,Windows 10,115912
ds03,Dell,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,8,Unknown,256,SSD,Windows 10,100115
ds03,Dell,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,16,Unknown,256,SSD,Windows 10,123646
ds03,Lenovo,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960,8,Unknown,128,SSD,Windows 10,130292
ds03,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,32,Unknown,512,SSD,Windows 10,342874
ds03,Dell,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,8,Unknown,256,SSD,Windows 10,133887
ds03,Lenovo,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,4,Unknown,500,HDD,Windows 10,45645
ds03,Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,4,Unknown,500,HDD,Windows 10,58282
ds03,HP,Intel Core i3 6006U 2GHz,AMD Radeon R5 M430,6,Unknown,1024,HDD,Windows 10,58718
ds03,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,8,Unknown,128,SSD,Windows 10,161968
ds03,Toshiba,Intel Core i3 6100U 2.1GHz,Intel HD Graphics 520,4,Unknown,128,SSD,Windows 10,54252
ds03,Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,1024,HDD,Windows 10,104037
ds03,HP,Intel Core i7 7500U 2.7GHz,AMD Radeon 530,8,Unknown,1024,HDD,Windows 10,81160
ds03,Toshiba,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,137046
ds03,Acer,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,4,Unknown,128,SSD,Linux,44883
ds03,Microsoft,Intel Core i7 7600U 2.8GHz,Intel Iris Plus Graphics 640,8,Unknown,256,SSD,Windows 10,203483
ds03,Lenovo,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,8,Unknown,128,SSD,Windows 10,89107
ds03,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,112643
ds03,Lenovo,AMD E-Series E2-9000 2.2GHz,AMD Radeon R2 Graphics,4,Unknown,128,SSD,Windows 10,38020
ds03,HP,Intel Core i3 7100U 2.4GHz,Nvidia GeForce 940MX,4,Unknown,128,SSD,Windows 10,76149
ds03,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,Unknown,256,SSD,Windows 10,140968
ds03,Asus,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,123646
ds03,HP,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,8,Unknown,64,SSD,Chrome OS,53925
ds03,LG,Intel Core i7 8550U 1.8GHz,Intel HD Graphics 620,8,Unknown,512,SSD,Windows 10,250453
ds03,Acer,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050 Ti,16,Unknown,256,SSD,Windows 10,141513
ds03,MSI,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,8,Unknown,256,SSD,Windows 10,108711
ds03,Asus,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,4,Unknown,128,SSD,Windows 10,45645
ds03,Dell,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,16,Unknown,128,SSD,Windows 10,223435
ds03,HP,Intel Core i3 6006U 2GHz,AMD Radeon R5 520,4,Unknown,256,SSD,Windows 10,76149
ds03,Lenovo,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,8,Unknown,512,SSD,Windows 10,163301
ds03,Dell,Intel Core i7 7820HK 2.9GHz,Nvidia GeForce GTX 1070,16,Unknown,256,SSD,Windows 10,306529
ds03,HP,Intel Core i5 7200U 2.5GHz,AMD Radeon 520,4,Unknown,500,HDD,Windows 10,66737
ds03,Dell,Intel Core i3 6006U 2GHz,AMD Radeon R5 M430,4,Unknown,1024,HDD,Windows 10,59445
ds03,HP,AMD A10-Series 9600P 2.4GHz,AMD Radeon R7 M440,6,Unknown,2048,HDD,Windows 10,61986
ds03,Lenovo,Intel Celeron Dual Core 3855U 1.6GHz,Intel HD Graphics 510,4,Unknown,500,HDD,Windows 10,34642
ds03,Acer,Intel Celeron Dual Core 3855U 1.6GHz,Intel HD Graphics 510,4,Unknown,32,SSD,Chrome OS,40852
ds03,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,4,Unknown,256,SSD,Windows 10,76149
ds03,HP,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M1200,8,Unknown,500,HDD,Windows 10,207856
ds03,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,282154
ds03,Toshiba,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,8,Unknown,256,SSD,Windows 10,105998
ds03,Acer,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,4,Unknown,32,SSD,Windows 10,29304
ds03,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,16,Unknown,512,SSD,Windows 10,190536
ds03,Asus,Intel Core M M3-6Y30 0.9GHz,Intel HD Graphics 515,4,Unknown,64,SSD,Chrome OS,72880
ds03,Toshiba,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,16,Unknown,512,SSD,Windows 10,204480
ds03,HP,Intel Core i7 7500U 2.7GHz,AMD Radeon 530,4,Unknown,500,HDD,Windows 10,75059
ds03,Dell,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,8,Unknown,1024,HDD,Windows 10,89221
ds03,Lenovo,AMD A9-Series 9420 2.9GHz,AMD Radeon 530,4,Unknown,256,SSD,Windows 10,43467
